,User_1,User_2,User_3,User_4,User_5,User_6,User_7,User_8,User_9,User_10,User_11,User_12,User_13,User_14,User_15,User_16,User_17,User_18,User_19,User_20,User_21,User_22,User_23,User_24,User_25,User_26,User_27,User_28,User_29,User_30,User_31,User_32,User_33,User_34,User_35,User_36,User_37,User_38,User_39,User_40,User_41,User_42,User_43,User_44,User_45,User_46,User_47,User_48,User_49,User_50
User_1,1.0,-0.4365331883027863,-0.016159704506077906,0.21309558317489377,-0.1334875723879273,0.18022455797434914,0.10134821169943511,-0.47355151695036474,0.0927699636190012,-0.0014428647488356136,-0.16047040459458795,-0.11154988015070155,0.22533220751408772,0.3651385650243751,0.11111291489219718,-0.14834450098203245,0.05996928635922406,0.41581476781429616,-0.1027188358540239,0.14766489409671357,0.04777036913387955,0.18662779549099598,-0.11081312147250591,0.32978834419499076,0.23862632753981952,-0.2857035727365695,0.14175629679507915,0.05418901833652795,-0.055409528387934164,-0.29358617013328414,0.12409755289386322,0.011255777763390361,-0.16017316190423825,0.023587267444325842,0.1354893978072032,0.21012692266653069,-0.1353470963737791,-0.09280231042385322,-0.33043144196963176,0.2684269208850223,-0.16807080711709058,0.02118331718374121,0.08470278217712517,0.17142914970294762,-0.2634240158181867,0.15978213039923322,-0.12106942016866402,-0.31824757860789626,0.342572022064678,-0.4414981166174637
User_2,-0.4365331883027863,1.0,-0.46357458308630894,-0.17258633670080603,0.35324911537064674,-0.276769815954284,-0.08781252166427608,-0.041253762806683233,0.37319848396494715,-0.011616437366778113,-0.13487353371970065,-0.2663712508925452,-0.48648648648648646,-0.1847754276689965,0.18402159313379915,0.1592154984646954,0.057078706392176194,-0.2684247320866136,-0.14466152702901774,0.38124642583151164,0.0012868829910051883,-0.03244854436961091,0.41052391987058795,-0.31668690042314906,0.06562246567941654,-0.3417407053843426,0.03927653771003882,-0.20104598665004053,0.23227190255497276,-0.0463667677316108,-0.18658665012565898,-0.21305247855892853,-0.23200808433365483,0.05426137176730745,-0.10646707842895574,-0.10570328451633801,0.39405369746656743,-0.10571095826100642,-0.06825196259469378,0.3815551416614558,-0.1348429993055044,-0.16900373896025928,0.03846825708296024,-0.14635347202035381,0.31227999647693605,-0.20019232094559852,-0.16553870510226262,0.030713753254638602,-0.5324328702823502,0.11342903247346131
User_3,-0.016159704506077906,-0.46357458308630894,1.0,0.12904362970517513,-0.0472719459247066,0.17167946126679606,-0.4530723844623288,0.04182030780252419,-0.1895223835451403,0.17603067112673174,0.034228274930517326,0.4257503158417811,0.4759894424068141,0.10894616126805877,-0.2618442899742548,0.3192847905470794,-0.12129107150633392,0.2234231371048224,0.20349901234484927,-0.010320046584795435,-0.38777141146036703,-0.10498723826447565,-0.2127770075428067,0.1727952668568745,0.16323335255601254,0.10833333333333334,0.4608695011613319,0.2876465729226895,-0.4251419198430602,0.17531617227106822,0.2732759338559558,-0.04355196898351825,0.4112125072241717,0.14790377159426407,0.2829956204519285,-0.19908924682468282,0.25895432989321354,0.2124551567588658,-0.3881488677463104,-0.7095662904602297,0.11768102060433996,0.2726794392799205,0.1118688383882746,-0.0317142296295067,0.05222551639231255,0.4675560716579371,0.18925067957039265,0.1553734341907366,0.015705334719762994,0.058247098753426915
User_4,0.21309558317489377,-0.17258633670080603,0.12904362970517513,1.0,0.42608077535145306,0.4391089720882659,0.16513105979255552,0.250890844965649,-0.1664569278012822,0.37432070439776827,0.373120883814825,-0.1726312809947491,-0.11579122383905176,0.3506476849749672,-0.25752364298772606,0.21777390627607918,0.10196016567480527,0.03382138322671875,0.11455064743059663,0.0175561908681613,0.35106572327871394,0.1125289727079113,0.021865384430362806,-0.08780384119560515,-0.16969854723957345,-0.1156267616930408,-0.20564280422657824,0.0728006865285683,0.15565221266855447,-0.26778524454881314,-0.14223731276428184,-0.08549468864387792,0.021605529994945076,-0.01169242813185633,-0.23073576039959023,-5.43884532124057e-18,0.02075262548849657,0.40752564861494694,-0.03421540056727852,0.17038855027411942,4.1421011924457683e-17,0.1888055013723341,0.06358937507711009,0.1990343771305836,-0.12057405889099,0.13770285345011335,0.014884182805907661,-0.10380684981717483,-0.17370462988288823,-0.2598284435950652
User_5,-0.1334875723879273,0.35324911537064674,-0.0472719459247066,0.42608077535145306,1.0,0.4995902256057001,0.17889116280878822,0.18565519217330154,0.1727450398893295,0.47938688944601654,0.460453180903733,-0.029706482172355598,-0.3110625876418024,0.13083616016451127,-0.06761878056883534,0.349468597032097,0.22374838135525774,-0.09118474561209634,0.11117493506439609,0.20326160237649496,0.3520964771155923,-0.4475292502577732,-0.05437668827303163,-0.3811493910398297,0.11992864500955881,0.11998368332852544,-0.2834367779661368,-0.3270569948655228,-0.03667228005275758,-0.4025235486059423,0.1448352170388383,-0.021813350966283868,-0.1757010621504759,-0.12218951327973854,-0.41526318050466904,-0.020344992169230965,0.09791465848643643,0.13899108296995422,0.12487583404048708,0.40354918190670996,-0.23225467854638956,0.14044280202361337,-0.03250442981354537,0.058115806161783815,-0.10642600106617016,-0.009475680981017412,-0.10059791265222663,0.30027742599610446,-0.2692294591404348,0.04134491152973621
User_6,0.18022455797434914,-0.276769815954284,0.17167946126679606,0.4391089720882659,0.4995902256057001,1.0,0.2570178743963263,-0.005038182970418497,-0.10557419237578645,0.20943833793829272,0.1403091981572597,0.028696964995157677,-0.10240805702371976,0.3851086489438291,0.09457196381226074,-0.14470707600384297,-0.13546839121489448,-0.022906937758134977,-0.10203587100829438,0.12977693157527156,0.2693115856237178,0.12387435342034818,-0.3919749120547305,0.04841167433568461,-0.12287945782559405,-0.08338302913194226,-0.30854854645219304,-0.21142085452652837,-0.14596998098611086,-0.04265370092041598,0.11082373682225574,0.1282528372349559,-0.04397494361668113,-0.06340478913673164,0.19243930565116388,-0.06563557023099491,0.24094334399027523,0.07610152366125275,0.10605097629892621,0.3624344182299028,-0.02678083484049922,0.31108485577963624,-0.29882637305667065,0.439313775191014,0.006274064050038302,-0.18844630610084062,0.1339396352935886,0.14283510295376695,0.22454521111555184,0.06954389445021285
User_7,0.10134821169943511,-0.08781252166427608,-0.4530723844623288,0.16513105979255552,0.17889116280878822,0.2570178743963263,1.0,0.12459066741214635,0.1661893256975701,-0.11321911482238778,0.32554221930367977,-0.07806593923289827,-0.03411558838093345,-0.286547121814142,-0.05869047552233532,-0.15932584003039177,-0.2541572489121996,0.014676394142956755,0.3320541844788255,-0.09029737568917284,0.039991671241084124,-0.11607340972331572,0.20665742838643064,-0.13421269122681362,-0.004317641898904246,-3.547787541369413e-17,-0.31772281531522006,-0.23516567029821975,0.1323617504238306,-0.40133289558326474,-0.229251564542911,-0.25841631371064655,-0.0743115662838122,-0.33159381287035067,0.1250949808064775,0.24184494373453247,-0.28056258702702097,-0.23185714678732072,0.11166435222047448,0.31818181818181823,-0.35208569123638306,0.2271477458089109,0.27932617901944906,0.3373929342693199,0.13202733170547976,0.04383515752907365,-0.06336646634554721,0.11776030079682902,0.09328868948503077,0.3031000288801757
User_8,-0.47355151695036474,-0.041253762806683233,0.04182030780252419,0.250890844965649,0.18565519217330154,-0.005038182970418497,0.12459066741214635,1.0,-0.4627439938556134,0.1933172207756631,0.12532942267074257,0.2548039020677625,-0.333518969170594,-0.34358821396689165,0.19153224819624995,0.2339985749611145,0.002764435736526494,0.2394484744626204,-0.20104078689350188,-0.3274972737073002,0.13440327483533468,-0.3836886124146086,0.2684998839113426,-0.28195430311254976,-0.2569888589483887,0.2265146805917009,-0.3802436080414551,0.35539327480497146,-0.03360652211776579,0.10039156121077378,-0.1480073509209913,-0.15596399906908007,0.20002367284141565,-0.008082789412961668,0.015797352445167518,0.0068690651157157345,-0.29196364741690733,0.3559508929043042,0.1832181884902249,-0.3318263843971811,0.06364162846415243,-0.1435916317235476,0.009275043870095092,-0.10636517959782299,-0.19667044513240708,-0.10369926522284302,-0.21399842253463602,-0.12874189949774648,-0.2283054136624384,0.023446775217349752
User_9,0.0927699636190012,0.37319848396494715,-0.1895223835451403,-0.1664569278012822,0.1727450398893295,-0.10557419237578645,0.1661893256975701,-0.4627439938556134,1.0,-0.1930098173392697,0.44376695315690645,0.4090864692022509,2.266233259184197e-17,0.14740371886838613,-0.13267351187386905,0.2718286729639275,0.004701524481395367,-0.23538215700580706,0.3500024376096831,0.14640170841903027,-0.014534201620996508,0.01631755171143892,-0.29891666567879405,0.10523185318670714,0.4337012536320699,0.2518245856118502,0.09827698236013116,-0.011327650996396597,0.09785554054236804,-0.006296077506366411,-0.17160161824591097,-0.3217569910102202,0.0013027195822515032,0.035734756087894455,-0.0012437964877624378,-0.09051646741478127,0.06582267009048852,-0.6541511296382072,0.1535547281200874,0.1630469807684319,-0.501789711678651,0.1772146219697547,0.18172067928398095,0.23574758258292755,0.34808356429354764,0.05547079368400148,-0.20939444192792062,0.08997002669871489,-0.02735042816593183,0.4231741374331852
User_10,-0.0014428647488356136,-0.011616437366778113,0.17603067112673174,0.37432070439776827,0.47938688944601654,0.20943833793829272,-0.11321911482238778,0.1933172207756631,-0.1930098173392697,1.0,-0.028637330271568156,-4.3960781710191036e-17,0.2336376633340257,0.2832872556870854,0.06826610582685845,0.38664114563451135,0.1478331732406665,0.1357447135852258,0.1203789301809597,0.015204644275237234,0.19876092201255133,-0.23918806106484022,0.2614605762786751,-0.10685108457239514,0.10152807496669315,0.252521469872821,-0.34625084537706186,0.2580357109171222,-0.27704726496598286,-0.25573322923719255,-0.0601214088332317,0.25976703570649157,-0.10206207261596575,-0.3455807543459513,-0.4022088368862306,-0.22117556628809873,0.06733502088648503,0.45886966767143117,-0.04836674717207802,-0.095025326702914,0.21682961442686066,0.22560379586811893,0.029512460116415683,0.1409522957204819,-0.5675639625104968,0.09132196947615123,-0.28203448165767536,0.19257364927578005,-0.13518939782837466,-0.34482180998230577
